t,price_usd_close,futures_funding_rate_perpetual_v2,futures_open_interest_perpetual_sum,futures_open_interest_sum,futures_volume_buy_perpetual_sum,futures_volume_sell_perpetual_sum,long_interest,preplongsideinterest_ema_maxmin,prep_long_interest_3ema,futureopeninterest_sma_maxmin,perp_cvd_bias_sum,perp_cvd_sum7,aggregate_indicator_equalweight,aggregate_indicator_PCA
2021-02-28,45119.12569768188,0.000155379708002,7696163062.796804,331119.46202722867,21145098.72580834,25644478.443182983,1195827.5694331455,,1193417.956639481,,,-28600649.68116874,,0.0
2021-03-01,49768.16035012147,9.92623313121e-05,8354478872.120281,309402.64472501026,47443397.290138654,19076209.04080152,829285.0497443429,,1011351.503191912,,,13566348.709947355,,0.0
2021-03-02,48401.732978524866,0.0001043412896116,8183713962.937387,311896.1654098665,14373618.94605175,16207696.049115889,853899.2687053446,-1.0,932625.3859486283,,,26104168.590350684,-1.0,-0.38722117980973514
2021-03-03,50698.56833524798,0.0003353581020754,8731972531.779282,317599.278467963,23631200.47757106,18656207.72026865,2928337.735632025,-0.8363003645321659,1930481.5607903267,,,20941639.26191245,-0.8363003645321659,-0.32383321382945685
2021-03-04,48515.77021377723,0.0001827261728529,8568069920.38461,320708.5198537241,20984732.292358708,24728561.65826626,1565610.6252879314,-0.866229146174483,1748046.093039129,-0.679926296169088,,13678778.627409566,-0.7730777211717854,-0.5285571978746402
2021-03-05,48915.789594568705,0.0001010589668051,8301257696.479339,310696.2852848148,23693007.02288808,22094026.06991917,838916.5259890864,-0.9408011047749955,1293481.3095141076,-0.8171597016450945,,18468567.522664856,-0.878980403210045,-0.5964145642033577
2021-03-06,48905.87987030982,0.0001126446831406,8403936569.18536,313207.78609939705,13383851.8852518,9451832.79220621,946658.7719695859,-0.9692494545469824,1120070.040741847,-0.9006631724100262,,28795894.866307706,-0.9349563134785044,-0.6311497572496267
2021-03-07,51282.11369865597,0.0004888942342403,9022314858.990755,315620.8830728418,13168749.74893428,11616086.03081476,4410957.714061166,-0.699312200025596,2765513.8774015065,-0.9891030122377319,,34847938.30180187,-0.8442076061316639,-0.5517459137100899
2021-03-08,52307.860713183174,0.0005696565660707,9984765864.069448,334441.912333497,16851827.699031074,14448709.266144978,5687887.435145747,-0.4596025614198811,4226700.656273627,-0.5763260111976314,,8883868.485350832,-0.5179642863087562,-0.3416748274042587
2021-03-09,54696.82182220556,0.0007398580728394,10506620911.203976,336580.34604189754,45105673.9796796,33380442.73144561,7773408.299417514,-0.16868150338977894,6000054.47784557,-0.1700341419656184,,22443176.83664896,-0.16935782267769867,-0.1136157142940597
2021-03-10,56128.767227455,0.0012776390876678,11214512031.836208,347883.88594792684,48179893.265682,38427748.28234604,14328098.92099478,0.5144318920450504,10164076.699420175,0.39080282999654514,,27220329.06268251,0.45261736102079775,0.31020753795749245
2021-03-11,57800.36671419076,0.0010771070410134,12090242227.143206,356827.5471919311,33201940.19143711,30650775.398910426,13022485.030413479,0.7488947402987356,11593280.864916828,0.7799386992788868,,33515323.221116748,0.7644167197888112,0.5115316277132678
2021-03-12,57372.32951283427,0.0005054968225495,11500842507.206291,351721.6584888969,28062623.44559867,32834555.75805399,5813639.344035005,0.2748157928726662,8703460.104475915,1.0,,27144409.95569252,0.6374078964363331,0.39046723331463684
2021-03-13,61217.050879895614,0.0015593351523165,13073321731.509298,366708.2535113577,45917701.97582754,41352573.688946605,20385690.13348566,1.0,14544575.118980788,1.0,,27777519.149527863,1.0,0.6712739175778704
2021-03-14,59728.59392893374,0.0009337264138923,12628306859.027857,370337.0426590551,23942840.448251594,26319548.829739902,11791383.677011615,0.7977371724134426,13167979.397996202,1.0,,23848147.04992003,0.8988685862067213,0.5929534668481504
2021-03-15,55813.8936028549,0.0001258055484661,11380240933.939411,363747.4170485587,55545179.61582887,68052695.75027287,1431697.4523706099,-0.0644671536240774,7299838.425183406,1.0,,8937512.482589938,0.4677664231879613,0.2590896904828446
2021-03-16,56488.62247040071,0.0002603071436551,11016735656.783173,351384.8657054308,22642680.255868506,28441290.40481808,2867734.99122052,-0.3900710179409935,5083786.708201963,0.810699239184004,,-8586328.914593626,0.21031411062150523,0.07923757862006475
2021-03-17,58748.92354285633,0.0001885432701723,11349791690.167238,347694.2984715903,65682361.339012586,36565547.66969836,2139926.841038527,-0.6063412749505064,3611856.774620245,0.5309772380224071,,10778339.771384645,-0.037682018464049616,-0.08396264570084666
2021-03-18,57887.8812431903,0.0004200146469494,11476081780.810692,356987.3673279412,36576250.52718475,24327969.526380252,4820122.437529644,-0.5175762055367328,4215989.606074944,0.44746551258191314,,20475455.979662456,-0.03505534647740982,-0.07331266504366529
2021-03-19,58374.206863912295,0.0002313879230829,11219115830.909502,350703.4834631162,17180426.735516846,14564305.17277016,2595967.9109406336,-0.6365908747727642,3405978.758507789,0.43904791077542393,,27863509.854864463,-0.09877148199867014,-0.12178870851848211
2021-03-20,58443.52143446477,0.0005490543232699,11554213884.229927,358460.48785566824,20351617.732452072,19168684.23999268,6343891.085121545,-0.4207575530051768,4874934.921814667,0.5720503425683985,,24481315.060442924,0.07564639478161084,-0.00043377014076861897
2021-03-21,57521.45671319987,0.0001934366676553,11454173458.63784,360879.7401375867,17686781.10650651,21396239.80776873,2215657.144584686,-0.6161210262316981,3545296.0331996763,0.6201356056693168,,23148564.740669012,0.0020072897188093686,-0.06242389410515281
2021-03-22,54608.25914921329,0.000272406349338,11160256816.766792,373334.35714004375,25183203.658595975,24473680.553007953,3040124.8171299705,-0.6532333595841939,3292710.4251648234,0.8997109619306809,,36365603.98070104,0.12323880117324348,0.002619569747143835
2021-03-23,54888.85537030697,0.0002125669594856,10926584480.132423,366629.1552736433,20514878.89326268,17717061.386089157,2322630.8405042943,-0.7245001217811211,2807670.632834559,1.0,,44962031.63682413,0.13774993910943945,0.003510945839752644
2021-03-24,52774.26369049241,0.0001816076672231,10638479855.838451,371353.8548980724,22828830.860741727,21294542.184513617,1932029.5094187625,-0.7888289755154891,2369850.071126661,1.0,,17379506.643738016,0.10558551224225543,-0.02139854879907732
2021-03-25,51704.16192519879,0.0001080017327019,10372832443.977451,367522.9027750143,22525293.1622979,37017511.23905491,1120283.8769760488,-0.8806281827310642,1745066.974051355,0.9325892741398085,,-9360992.43382349,0.025980545704372138,-0.07609334735821527
2021-03-26,55137.31372577932,5.90959246557e-05,10764932704.99502,340390.2529688058,16272502.725990709,15560008.077066785,636163.6520580665,-0.9620936115448594,1190615.3130547106,0.6282276911275704,,-11264619.347646253,-0.1669329602086445,-0.19409322774326876
2021-03-27,56067.945548474745,0.0001327301544916,10980530544.540983,340852.2650843073,14569082.44239811,12906882.21572892,1457447.5155766574,-0.9424908207797404,1324031.414315684,0.27442050619834646,,-10785352.613436457,-0.334035157290697,-0.287002511496819
2021-03-28,55991.20119647779,0.0001840575866177,10722139567.115034,338316.80018473923,15216304.232515872,12000907.028454518,1973491.1321013437,-0.8947783526525908,1648761.2732085139,-0.06435950505064014,,-3860496.708112886,-0.47956892885161545,-0.3647586229933839
2021-03-29,57769.14012066299,0.0006144493132556,11574726771.966528,352246.129799622,30832889.533696987,24491164.98958496,7112082.916156041,-0.49341618557892974,4380422.094682278,0.07316429065936858,,1771704.730411118,-0.21012594745978058,-0.1702786804484352
2021-03-30,58937.638886814275,0.0010005703053133,12562181265.40715,368308.8141236201,15939124.866954612,12342495.48360278,12569345.544129448,0.1081819403364992,8474883.819405863,0.3916501264070642,,2570516.6065894254,0.2499160333717817,0.15313962922436852
2021-03-31,58954.49700814971,0.0009885120734839,12566317996.36964,373051.2798599421,40480677.05773444,40290008.432130136,12421957.0586494,0.39815312864210695,10448420.439027632,0.7945572715395073,,1226896.5559656173,0.5963552000908071,0.37986949251211044
2021-04-01,59118.97407768802,0.0007278243131859,12533616134.007046,372899.8404405025,14630815.29163057,22063330.826211877,9122270.554469394,0.2909638613125536,9785345.496748513,1.0,,8286599.09814132,0.6454819306562768,0.39672010742757835
2021-04-02,59392.14948112517,0.0008398479384302,12974186615.250963,381426.02300168935,18039998.8870834,23064933.289366137,10896343.881627215,0.37372284411331447,10340844.689187864,1.0,,2549170.0469346587,0.6868614220566572,0.4287661383875425
2021-04-03,57642.97095819078,0.0008251144999362,12871627202.339388,391148.67391805066,14250926.20109573,20169224.618226003,10620566.242423452,0.3945594821573506,10480705.465805657,1.0,,-5031328.596864805,0.6972797410786753,0.43683452595422256
2021-04-04,58752.80659415484,0.0003965688646849,12821676090.115068,383853.566138704,8606267.283053009,11199864.271842629,5084677.53041446,-0.007394102272226144,7782691.498110059,1.0,,-10840322.789715778,0.49630294886388693,0.28118958476265
2021-04-05,58898.76589833386,0.0008060914622668,12914437231.349762,383596.0195671926,14178409.66112462,11637267.806311566,10410217.592171535,0.18404418569205494,9096454.545140797,1.0,,-14640905.47901475,0.5920220928460275,0.35531854448893463
2021-04-06,58243.4539402529,0.0007440479094753,13033789015.086657,391416.6226861444,15490451.172749871,13549455.15439676,9697763.469217356,0.22907269654691897,9397109.007179078,1.0,,-16296538.844013467,0.6145363482734595,0.37275453758723054
2021-04-07,56219.39629880624,0.0003390534959914,12690147252.65328,391769.2275507859,19034774.845322628,24412616.16612344,4302638.790657755,-0.15242240232709092,6849873.898918416,1.0,,-21865048.79041858,0.42378879883645454,0.22503155530960495
2021-04-08,58321.10713544663,0.0002934184268631,12662885701.096148,378421.76000515814,11347784.361859528,10026379.830789162,3715524.0019628746,-0.3871355467806644,5282698.950440645,0.9300188107924958,,-13111128.724766908,0.2714416320059157,0.11426730621077796
2021-04-09,58245.00300108353,0.00022219729245,12614625591.944777,379387.8172417766,8693209.32328458,7610259.095917231,2802935.651800608,-0.57283052674755,4042817.3011206267,0.7662985076215256,,-7003244.095116823,0.09673399043698783,-0.004142923360687778
2021-04-10,59793.23541009381,0.0010920264262634,13123735731.16927,387830.09966533375,33434866.36887302,36986291.15102341,14331466.229734067,0.19762625746769502,9187141.765427347,0.7127859466239839,,-4636370.460136942,0.45520610204583944,0.2789938721592178
2021-04-11,60226.42360963432,0.0010167319600848,13427222638.584309,393887.6392200407,20117964.913690124,20931042.484152693,13651886.391822824,0.531964887453249,11419514.078625087,0.9228879867033606,,-2855851.0418098914,0.7274264370783048,0.468136930613412
2021-04-12,59915.46446523154,0.0008652670765969,13946026985.935017,408591.3640772607,44821436.21129365,42657517.05714569,12067038.000261469,0.7621006845163654,11743276.039443277,1.0,,-3233073.7424749853,0.8810503422581827,0.5791542639603691
2021-04-13,63603.70817233695,0.0009814228770015,15260027633.069807,416350.29143125995,42371377.92938252,32883704.815572057,14976540.222769761,1.0,13359908.131106518,1.0,,4313603.352982364,1.0,0.6712739175778704
2021-04-14,62922.213180229075,0.0007122354216188,14745972196.660952,411121.8913459709,34224477.23463995,34645673.72980969,10502603.724667914,0.7652037428008875,11931255.927887216,1.0,,9270248.17861344,0.8826018714004438,0.5803558338503201
2021-04-15,63285.56727067338,0.0007292153582981,14639482241.737942,407398.34384627925,13722672.66248842,12667986.66061438,10675335.288207605,0.6619996652544429,11303295.60804741,0.9889792431436155,,9003529.64941711,0.8254894541990292,0.5372625530242774
2021-04-16,61611.99680584272,0.000535762747814,14360146761.3389,405807.62515534495,27964817.914496344,27551729.58997099,7693631.687867242,0.36537898448442907,9498463.647957327,0.8915893090690925,,8333667.746575115,0.6284841467767608,0.3947408656556193
2021-04-17,60803.84653163625,0.0005189938928344,14373046367.41396,412912.63238173985,13258201.869119965,13241302.16034148,7459523.286113502,0.19783101005987747,8478993.467035415,0.908131628331962,,11901992.23750399,0.5529813191959198,0.3345616323998657
2021-04-18,56163.105403277135,0.0001269532720145,11728191877.60727,384086.1033216572,92805754.6366948,94295861.3493791,1488932.3336761252,-0.37657057907686375,4983962.90035577,0.6927802638475253,,11224963.095282257,0.1581048423853308,0.050970026705842164
2021-04-19,55657.83923174755,0.0001354296222744,11389271547.451302,370568.9381860837,34709576.37033031,40046923.06292009,1542444.7436519011,-0.6593740425286393,3263203.822003836,0.3672560263356748,,3723697.248544514,-0.14605900809648226,-0.15100351494135944
2021-04-20,56379.21247716248,0.0001828433380128,11636364004.75724,362841.18489531067,50553773.69210171,41655653.30510298,2127631.6369618075,-0.7526886009027736,2695417.7294828217,-0.0952887267748046,,3134144.521732781,-0.4239886638387891,-0.3185239917897339
2021-04-21,53861.436959475745,7.5432215421e-05,11442950478.292452,368232.21751813014,45720744.95215247,49650049.967927955,863167.1055303912,-0.9032520437705865,1779292.4175066063,-0.24174208618331228,,-373963.9988729693,-0.5724970649769494,-0.4184258234685514
2021-04-22,51826.89354372698,0.0001714158558503,11143405050.113403,374735.11298876954,128376045.06929363,109173578.77902412,1910156.3137517443,-0.8924984282399441,1844724.3656291752,-0.2032562346199872,,17773816.2895225,-0.5478773314299656,-0.4033297842736552
2021-04-23,51027.733327861744,-4.4443183246e-06,10720651556.711792,362338.8029136303,102222090.25160846,91801920.2831808,-47645.98816514573,-1.0,898539.1887320147,-0.20789708607023838,,27780897.933424804,-0.6039485430351192,-0.4462749162820041
2021-04-24,50020.15342145914,0.000118519111683,10625367991.16313,365614.5793599041,31908023.86633295,19755246.92287302,1259309.1756176364,-0.9710489282073309,1078924.1821748256,-0.2320780286315144,,39916775.16810625,-0.6015634784194226,-0.4419331110420348
2021-04-25,49039.86234149808,8.9816404058e-06,10608643740.146055,372470.91045475175,34033350.75716971,23485438.527546436,95283.02326723305,-1.0,587103.6027210293,-0.2529940407434689,,51954794.11041383,-0.6264970203717344,-0.45908482972194065
2021-04-26,54006.25201262605,4.10470670169e-05,10228921213.325785,335182.6572387532,58329795.24672311,45036368.4545843,419867.2145539735,-1.0,503485.4086375014,-0.5038542280792304,,70585567.59514242,-0.7519271140396152,-0.5303423527316911
2021-04-27,54981.4799948714,6.41746671197e-05,10501979651.898935,335148.8665946829,19696491.46292792,23142044.15196827,673961.0482584771,-0.9867400408884318,588723.2284479893,-0.8887140881404527,,58241894.51910333,-0.9377270645144422,-0.6345283126277323
2021-04-28,54793.39452980505,7.53264329087e-05,10294328010.324654,331094.45081370254,14743414.151051158,14443741.85092581,775435.0082098711,-0.9722172001424155,682079.1183289302,-1.0,,62470871.83500417,-0.9861086000712078,-0.6605158290385987
2021-04-29,53558.66206906318,0.00013412825683,10495437350.785038,344658.96308416454,43948030.17895796,22864498.097584076,1407734.7165292702,-0.9157741588808583,1044906.9174291003,-0.9192260152006951,,64351937.62610855,-0.9175000870407768,-0.6157158164865647
2021-04-30,57775.27815155285,0.0001468993952732,11232531187.00025,336450.83565942943,41997535.015028745,18002272.070273872,1650052.038757696,-0.8687046797269884,1347479.4780933983,-0.9081283120281107,,77927030.60243577,-0.8884164958775496,-0.5943371842664628
2021-05-01,57811.517527593925,0.0002856396549008,11160776670.99744,335851.28268039186,22870304.2572887,17101761.43383516,3187960.3967286083,-0.7255481455677137,2267719.9374110033,-0.8675821043433025,,71542796.48242939,-0.7965651249555081,-0.5273866809128506
2021-05-02,56613.20264847865,0.0002723336470007,11224567990.23202,343628.4680412928,12493519.658443611,11395677.35865236,3056827.5367872035,-0.6641696722232517,2662273.7370991036,-0.8763658215730484,,62092726.55259736,-0.77026774689815,-0.5061146749763781
2021-05-03,57200.29122289164,0.0003339889627566,11362071125.515375,337727.08192273544,42968102.137924686,35124903.50573859,3794806.349977595,-0.5760788683249654,3228540.043538349,-0.8654873740055955,,56642498.392644644,-0.7207831211652804,-0.46891399714629345
2021-05-04,53333.53775274298,0.0002159070918969,10901301131.557993,354244.36691261246,36480026.910751805,42502640.27686998,2353668.2252070713,-0.6441282656742198,2791104.1343727103,-0.7087086956448583,,54065437.715566814,-0.676418480659539,-0.450730752261176
2021-05-05,57424.00594813379,0.0003210619385119,10841739454.92923,332931.8927502919,38483778.53576475,33619994.93175176,3480869.886240529,-0.5904768132634086,3135987.0103066196,-0.7998839937045227,,58629549.01945445,-0.6951804034839657,-0.45585436659082923
2021-05-06,56485.701296946165,0.0003819090809189,10999937290.098167,340636.51867666974,39051087.095315605,41502835.20854965,4200975.940626927,-0.5076397011591964,3668481.475466773,-0.7750845830512008,,35094268.82484652,-0.6413621421051986,-0.4167337418186926
2021-05-07,57369.55799873567,0.0002630999229962,10866927437.8766,334864.5463933603,45254977.3983155,45051323.33725145,2859087.7721106266,-0.5705960709697175,3263784.6237886995,-0.940273988455771,-0.2508367869066255,11302659.941155702,-0.587235615444038,-0.5704908787558887
2021-05-08,58766.58487466966,0.0002841189923565,11100502346.85393,334165.5032935809,71247053.45561565,56287755.92035979,3153863.541439102,-0.5791459673695527,3208824.082613901,-0.9297589585593751,-0.07828530193419125,20493414.652958024,-0.5290634092877063,-0.5140925830261894
2021-05-09,58218.56607679752,0.0002128227454148,11057439471.196323,335783.70773574576,56462456.67209924,58340533.84618682,2353274.625517976,-0.6456924302204274,2781049.3540659384,-0.9711232711481149,-0.1341565922121012,17517495.179079197,-0.5836574311935477,-0.5699767794931253
2021-05-10,55824.86166666395,0.0002512182870412,11230696735.8271,355123.2821413161,78926306.04841687,84239192.14398035,2821356.3962536803,-0.6425572624480347,2801202.8751598094,-0.7984421821190066,-0.3811550191509897,4361410.451329619,-0.6073848212393437,-0.6009070652819462
2021-05-11,56714.088910232254,0.0001324095913326,11066015834.844755,350663.27452428767,62613488.178166166,83574275.62093267,1465246.6343718744,-0.7464707903108903,2133224.754765842,-0.6578187425265849,-0.661611216767966,-10576763.625318706,-0.6886335832018137,-0.6933933782622287
2021-05-12,49916.49449913513,8.88961707053e-05,11084309648.58463,391083.3204383927,145465916.0377139,158351796.29987758,985352.6826709831,-0.8357547300874455,1559288.7187184126,-0.1864567847427916,-0.9948516256255032,-28326427.491495393,-0.6723543801519134,-0.7036191702808201
2021-05-13,49729.30250032533,0.0002126988596271,9859297262.113804,370583.4513868055,277790497.9448123,283651893.8944252,2097061.2843761952,-0.7681630742097235,1828175.001547304,-0.054677640422060136,-1.0,-31736075.327874266,-0.6076135715439279,-0.6417064277604798
2021-05-14,49873.68639240858,6.30196899259e-05,9584447229.276146,362867.6947146296,73586858.94721428,69118258.54237904,604008.8925001341,-0.8680335070286413,1216091.947023719,0.05471291448386273,-0.9222172980130341,-27471128.984103076,-0.5785126301859376,-0.6237364850733439
2021-05-15,46803.83052248365,0.0001975133262177,9822370420.378263,388954.7940897552,79481006.72713576,69703661.77653994,1940049.053071259,-0.7610699964314211,1578070.500047489,0.07684855797314927,-1.0,-32653081.568763115,-0.5614071461527573,-0.6015994610722892
2021-05-16,46406.33154419618,0.0001040851467886,9713487104.201391,386780.8394502973,165636638.9864786,163441811.883277,1011029.731069975,-0.8016265042605608,1294550.115558732,0.22102229699402298,-0.9263356819355808,-28580177.29147394,-0.5023132964007062,-0.5521354719080894
2021-05-17,43382.14785916692,0.0001838304241498,9362273618.098969,395985.0976954258,98384902.76406457,101746066.37609877,1721070.730221616,-0.5516884010201721,1507810.4228901742,0.6912745058438798,-0.8910359802946989,-26628454.807944655,-0.25048329182366375,-0.3101737846955469
2021-05-18,42985.84309639979,8.76725453519e-05,9370734971.067638,401439.5706856465,120705023.200375,117601696.70991768,821556.1867315628,-0.5821809049919215,1164683.3048108686,1.0,-0.4558019502194166,-2564340.8747208267,-0.012660951737112717,-0.09121402858153149
2021-05-19,37151.95393552557,-0.0012454786022591,6168973074.193798,322161.93186248536,229031686.10363013,256240528.38799515,-7683323.961820914,-1.0,-3259320.328505023,0.2929305982778727,-0.7148532704066612,-16887302.896922156,-0.4739742240429295,-0.5390043564802768
2021-05-20,40512.11108015661,-0.0003339962101644,6281179526.424852,302684.8155615695,167484137.2648061,177024848.26330003,-2097890.1571881217,-0.8323522808272259,-2678605.2428465723,-0.72797453818306,-0.7813989625142032,-20566617.94580318,-0.780575260508163,-0.785953812551645
2021-05-21,37273.44235496146,-0.0002098733809272,6075519155.359014,319404.10343561816,184379796.6183862,199090638.40625292,-1275089.7460231627,-0.6297605300039335,-1976847.4944348675,-1.0,-1.0,-39746060.13850513,-0.8765868433346444,-0.8566354356159922
2021-05-22,37645.72214685647,3.0231540956e-06,5757317161.071235,306829.52130722936,102469545.7997717,102556563.52891868,17405.25695516067,-0.34189826029426906,-979721.1187398534,-1.0,-1.0,-49610422.818247944,-0.7806327534314231,-0.7451690679163077
2021-05-23,34888.67831280685,-0.0001333587677533,5492826510.617567,313960.5455158975,127156603.86268488,119253937.51088096,-732516.5749386173,-0.3062152903138765,-856118.8468392354,-0.9116623488721176,-0.910491560000419,-43902583.56964563,-0.7094563997288043,-0.6768355557057248
2021-05-24,38669.0184494052,2.35954317401e-05,5786300531.218537,295203.43390344456,164531250.18853948,148986365.72737417,136530.25921207137,-0.16293043111334204,-359794.29381358204,-1.0,-0.6140131912370456,-24996535.496446118,-0.5923145407834626,-0.5489850024416162
2021-05-25,38211.78552190482,6.8649075657e-05,5773603492.688937,296937.662647035,111648736.92158908,104846270.39898488,396352.54298312234,-0.05378371211176847,18279.12458477015,-1.0,-0.5560045054285683,-21297395.464299247,-0.5365960725134455,-0.4876521131051883
2021-05-26,39266.35535111086,-2.455333998e-07,5999179688.707101,294090.0320119815,127809273.49905156,127891736.95122436,-1472.99898497936,-0.05663485077431307,8403.062799895395,-1.0,-0.13061763898839307,5828983.367892981,-0.39575082992090205,-0.3489203762631954
2021-05-27,38530.1395731867,5.8006490925e-05,5893754890.085585,294283.25668264274,126586540.8991703,121457668.00068022,341876.0395459238,-0.008499383539259497,175139.55117290962,-1.0,0.09942590513971838,20498567.26487699,-0.30302449279984706,-0.25465999080200885
2021-05-28,35690.74355653414,-8.35439992743e-05,6199906989.890686,316600.4380158768,91431887.50857648,96015789.32980716,-517965.02506415494,-0.10854620875872512,-171412.73694562266,-0.8684300202735968,0.2582332153850031,30625507.231513023,-0.23958100454910627,-0.20382332259339753
2021-05-29,34613.06385325806,6.61380131636e-05,5876070014.73978,313899.2975356878,83722066.67185262,77291250.71133205,388631.5959850948,-0.027706088215779245,108609.42951973606,-0.735879827614681,0.3604437192778229,37143340.921180576,-0.13438073218421243,-0.10126981209725949
2021-05-30,35639.981454563684,8.2290364759e-05,5883244357.108383,306484.5692542206,45614816.661439426,44120079.395797245,484134.3241127773,0.026499402244087422,296371.87681625667,-0.6542369050076373,0.259956702887036,30735411.835018843,-0.12259359995883796,-0.09012210567573364
2021-05-31,37317.27679738992,5.61120082158e-05,6306958935.278196,306550.14887396933,63079873.34405483,69973639.3475869,353896.1315930434,0.03480279434514433,325134.00420465006,-0.7214866352131024,-0.09191876369740704,8296761.3703214675,-0.25953420152178835,-0.22167996999973327
